"prol_id","choice","fr_why_first_over_second","fr_why_second_over_third","coder"
"59e62b6277860e0001512e14","pf","I think a points system is more fair than the other two because it is based on rational analysis not on luck or punctuality.","The first-come, first-served system is more fair than the lottery-based one because it doesn't rely on mere luck.","X"
"5fe45eebfef4d1177a3aeba6","fl","Because it will help the first set of businesses that applied since is not all the businesses that will be given.","Because, this will help the government not to select a particular group of people rather it will be random.","X"
"5dd5db1ded7ea4574c7bc996","fp","It rewards the most diligent or most in need.","There is no merit to any business getting help","X"
"5fd0ceb0bb24d90009e6fc4f","lf","I think a lottery is the most fair way to do it. Sometimes people may have an advantage that allows them to apply more quickly, and that would favor the people with that advantage. Lottery gives everyone a fair chance.","I don't think the points system is fair because it gives favor due to minority status. Not everyone who is not a minority is a rich white tycoon. There are plenty of non-minorities who are struggling right along with minority people. I believe in helping all disadvantaged people based on NEED, not on race or other group label.","X"
"5f9710e93c0e4a07c48e98d9","pl","A point system guarantees that the best 500 companies with the most amazing and desired characteristics is selected. Their track record  being the point that determines their selection for the funds.","It ensures that random persons are selected for the loan/Grant and this helps if the points system is not used.","X"
"5f714856b7aaed7855dd2499","pl","First come first serve and lottery do not guarantee those needing the assistance most will receive the help. At least with the points based system there are criteria that need to be met in order to receive the funding.","first come first serve does not mean that those who need it will even be seen it means those who know about it and have the time will be there first.","X"
"5e49fdf1a95b8c46bd19f1eb","pf","Too many large companies received funds and small companies lost out and closed. I think a points system would have helped the businesses that needed government help would have had a better chance. Large corporations didn't need the help in the same way.","It's just throwing money out, not ensuring it goes to companies in need.","X"
"5df2f2ed4c81b2201c6c782e","pl","I feel that some business owners need a boost otherwise they wont succeed. Not just limited to women. Points might also include previous business success before the pandemic.","I feel that first come first served might not be fair because some people have better access to forthcoming information that others might fail to have, doesnt mean they are more deserving.","X"
"5fe4bf29e7fadb2656b5b77b","pf","Because it gives the money out to the businesses that truly need it. They might have been run by older people or just people who didn't know how to apply for aid at first, so the first come first serve model doesn't work for them.","There's a chance that the businesses that need the money the most could get the aid in a lottery system, but it's best if they purposefully get selected instead of it just being chance. Businesses that don't need the help will apply too and they shouldn't receive the money if they don't need it.","X"
"5dcc32a178cda08be0bf29f8","pl","Because it is based on a concrete system that can be measured","first come first served only applies to the people who can afford to file first.","X"
"5eeceff127e0dd0cedfc363c","lf","Just because you would apply first come first serve doesn't mean it is helping out the businesses that need it most. Doing a lottery would make it fair and random.","I don't like the points system especially the part about the women owned businesses. It shouldn't be based off a gender who gets what so that is why I put first come first serve second.","X"
"5c7560f14f23e50016135028","pf","I do NOT think that any of these 3 ways are fair . The points system is OK but women should NOT receive priority. It should be equal between men and women. The BEST way to actually HELP business is to STOP THE STUPID LOCKDOWNS and let people get back to work for gods sake !!!","A lottery is least fair because it doesn't have any criteria what so ever for  determining need. A business that was doing just fine and doesn't need help could apply and win while others who are desperate lose.","X"
"55f5946a32af74001017047b","pl","A points system allows a community to decide what is important. A lottery is merely random. First come first served favors the rich and connected.","First come first served rewards the traditionally connected. It is ripe with cheating, with politicians putting their cronies ahead of others. It is part of the system that created the greatest disparity in income ever. It is the worst.","X"
"5fc694d06e540232e572182d","pl","Some businesses will need help more than others. It is most fair for these businesses to get priority. The points system is not perfect for determining which businesses should get help, but it does a better job at selecting them than making a random choice as in the lottery system.","In a lottery system, everyone has an equal chance of receiving government help. In the first-come first-served system, only the businesses that know about the program first will get help. Some businesses may have unfair advantages which allow them to apply first.","X"
"5e7a2ccd69a7770604dfb352","pl","I think that a points system is going to most fairly ensure the most deservant and needy businesses get the help they need. The lottery system is so randomized that it doesn't take into account the special needs of certain businesses which are more deseprate than others.","This is not fair because some businesses might have the resources to ensure their applications are processed quicker because they have the assiatnce of experts or other professionals, and perhaps even recieve tips from bankers about how to quickly fill out and expedite the application so the process can be completed quicker.","X"
"5fd6893ef3900d5bfae2e270","pl","I think it should more fair selection from others two.","Well, I think lottery could be more capable decision regarding luck.","X"
"5f9fa17bc587055fd8d2f786","pl","Any business could apply for a lottery and receive money. A business that may not need as much money could receive funds that a struggling business could use. Using a points system would ensure that relief funds are being used for their intended purpose.","First-come first-served has the possibility of inviting corruption and nepotism. With how crazy it is to get out with all the rules and regulations, it may be difficult for some people to get their applications out as soon as possible. The mail system is also unreliable right now. The lottery is not a great option but it is slightly more fair.","X"
"5eed6f2dc26e1a1a8028e2ab","lp","The lottery has not idenfying factors but a number asgined to it. So the person or computer drawing wont be looking at age or sex or any other factors that could infulence the choice.","Points give some consessions for minortity groups that may not know aboyt the program right away or understand how to use the programs or fill out the paperwork. Because lets face it the paperwork for help can be confusing and require time to fill out. 
First come first serve is least fair in my eyes because those that have used programs like it before will know how to do everything the quickest and eat up funds from those that could really need it. Just like the issue the US govenment had with first come and the help was taken by mega churches and the richer people that knew how to work the system","X"
"5f9310b5c848c0098b27db59","fl","I believe it’s fair because if a small business  is in need of help they should seek out assistance immediately. The sooner they apply the more it shows how serious they are in resolving financial issue.","In the scenario all business apply for assistance at the same time I believe the most fair way to choose who receives help is a lottery.","X"
"5d37de63b78497001ad6b44b","fl","I don't think there should be any criteria that should trump one another. Just because it's women-owned or black-owned or whatever, shouldn't give it more right than any other business. So this is fairer.","Because they would assign more points for female and black-owned places.","X"
"5db5607623f23a000a9bc0ca","pf","It gives criteria for small businesses to work on or have and ensures that someone who needs it gets it. It diminishes the chances of corruption.","It gives everyone a fair, un-random chance if winning, one that is in their control.","X"
"5c3399d8cb218a000176c6c6","lp","Lottery leaves it truly up to chance; whereas the others are based in specific privileges.","Because more influential and/or successful companies would probably have an advantage","X"
"5c7001cacf38670001c6e62d","lp","Your points system indicated a minority factor.  If minority want to be treated equally, than a lottery system is fair.","News travels at different speeds, and it is not fair that first come first served to those either uninformed or busy running this business and don't apply for a day or two.","X"
"5642af61942576000566efda","fp","There's a lot less ways to game a first come first served system. And a point based system can be seen as unfair to many due to circumstances.","Lottery based system would feel the worst due to it being based on pure luck","X"
"5f402eb4fbd8df145068b805","pl","I think there should be qualifiers. AS shown with the first stimulus, big business drained it of funds. I think that should disqualify them right off the bat. If there is a point system, at least the small businesses stand a chance.","Once they are qualified thru eliminators, then draw names. First come is not always the ones that need it the most but may just have CPAs and lawyers on call.","X"
"5C75f71175d4b900103F","fl","It shows that the business has an interest in being helped as opposed to just expecting a handout.","I dont think it is unfair I think getting extra points because you happen to be a woman for example is not fair.","X"
"5fbd28543e58c106136711cf","lp","Completely takes the bias out of the equation.","It's not necessarily unfair but can lead to situations where the information is privileged to insiders.","X"
"5f992574452e4e251367ab0f","fl","It is not possible to help him if he does not come first.","Lottery Good luck and can help many people together through lottery.","X"
"5f2545d96aeaad0009f624df","pf","I feel that this is more fair because it would give the grant to people who may be disadvantaged in other areas, whether financially or socially.","I feel pretty much the same about the lottery and the first-come, first-served ideas. I think a lottery is the least fair because a lot of the grant money might go to people who don't need it as much as others.","X"
"5f0cd090c46f4017b410ccbf","fl","Everyone has the same access to the forms and the same deadline, they can all compete fairly for the money.","Basing covid funding on race is racist.","X"
"5fd7cfc2b6d6ef0a5a44988f","pf","I think a point system is more fair because it leads to a more fair competition of help from the government.","In my opinion a lottery is the least fair because it is only based on luck.","X"
"5c5b492b2bb5e10001923a30","pl","A points system can take into account factors such as value to the community, number of employees effected, and how much damage was caused by the effects of the virus. This would help allow for the money to be spent in a way that would do the most good. The other two methods would not allow for that.","First come first served does not allow for any differences in when a business becomes aware of the program or how difficult it might be for individuals to prepare the necessary paperwork. Businesses that are highly effected might take more time to document the negative effects of the virus. Some businesses would be more accustomed to creating and filing paperwork due to the nature of their businesses.","X"
"5b7e118e87d85f0001baac27","pl","Because the Points System mention businesses who had suffered more damage from COVID. Those businesses should come first.","I think companies with various connections to powerful people will figure out a way to first in line. That's why I prefer a lottery.","X"
"5f7505fcdf8706171b91857e","pl","I think the point based system will work the fairest out of the rest of the methods available.","The lottery at least gives everyone the same chance as the next to get a grant","X"
"5ed8cf4782a6eb04ddf9962d","pl","It looks more reliable because the businesses are evaluated.","It gives a chance to everyone instead of just businesses who applied first.","X"
"5fdb7f0df0fc1a90bd4ff9e1","fp","Who came first he/she should give the opportunity to get the help from the government but he must have the business.","The lottery system is relay on Destiny but business is depend on hardworking and proper Management.","X"
"56e70a4cc89073000de74a5f","fl","Reward businesses that show more interest in getting the loan","Too many variables . To consider to qualify .","X"
"5fe2e51129598a6f98e3d4f4","pf","Because I think the system is the system where everything looks at the details, what is the situation, what is the stage, because if the lottery is centered, no one will benefit, no one will benefit, if not, then there will be problems and fine system It is important to calculate the condition of the person and give the solution correctly.","I don't think Amin Normal is great in any way from a systematic point of view but I think the system that benefits the people and the business people will be better. I think no one will get in the lottery but no one will get it. Yes, I'm in trouble so I've been here before, but it doesn't happen.","X"
"5c75bf4c281ce000015ecc59","pl","With a points system, funds are allocated based on a severe need.","The lottery will give an opportunity for any business to receive funding that might miss out on the other two options.","X"
"5bde5441b17a9c0001c4374a","pf","Companies with access to legal and/or financial advice will be able to prepare the documents necessary to determine if eligible, or to actually produce the documents the gvt will want to process the loan.","The lottery is a bad idea.  People who need money deserve better than a 1/500 chance if that.","X"
"5bc5552a23ecbb00012d6cb5","lf","Because it allows all businesses to have an equal opportunity.","Because the points criteria isno unbisded or fair to everyone.","X"
"5fd8040d29dc4011f9f8db84","pf","I think a point based system is more fair than first come first serve because it makes sure that the businesses that deserve/need the funding the most receive the funding.","I forgot to change the order of these, I actually think that  the lottery is more fair than first come first serve. I think this because some people aren't always going to know when something is happening and can't be there to sign up for it right away.","X"
"5a91877e777df200015fa0f5","pl","Let's toss out first come/first served out completely here. See below. It's impractical. Points based takes many merits and circumstances into account. Business that have been around longer may have more of a chance to survive based on their experience. I'm not necessarily a fan of more points based on being a woman/en owned business although I am a woman and a feminist. I feel like that part is exclusionary.","I don't believe that first come first served is appropriate in this instance. There are many reasons that a business may not be able to apply quickly, especially in a situation where people are scattered both emotionally and physically. It's just not practical for a business to be speedy in this circumstance to be a reasonable expectation (nor a fair one.)","X"
"5edae7d8d517f50009cbac62","fl","Because those businesses are the most informed about business opportunities, this probably will translate their the business success.","I think there is too much going on to give a fair assessment with the points system.","X"
"5fca6b781276006896b3815f","lp","Because I believe every business has the same fair chance of getting the government help with a lottery system.","Not every business would have the same ability to apply as soon as the application is available, so I would rank the points-based system ""slightly"" higher.","X"
"5fdbe8ade7a1d20ae29b5fd8","lp","It shows that the government is not playing favorites and that there is no back door dealing happening. If done correctly it is the most fairest way to handle such a messed up situation.","Small businesses are often run by one or two people making it difficult for them to understand how to apply for these sorts of benefits and thus makes it hard fro them to quickly complete the application process and will miss out due to confusion and lack of free time.","X"
"5dfb693a73d72487b1fe495b","pf","It would help those small businesses that had more need of help","A lottery does not account for the actions of the small business owner in working to save their business","X"
"5dd405ab80123f3eaae9af80","pl","Because it takes into account inherent inequities that business owners face such as being a woman or a racial minority. Equality is not the same as equity and treating businesses equally does not ensure equity.","At least it's random and harder to game the system. I could see the ""first come first serve"" being abused by those who have ""ins"" with the people distributing the grants.","X"
"5fd72615251e256b98b4c93f","fp","Cause who come first he is more than active than others.","Yes lottery is depend on fortune but work is not be dependent of Fortune.","X"
"5de8734b44b3127e513ae247","pl","Because I feel that it can get aid to businesses that are more in need, minorities and female business owners, than a lottery or first come first serve.","Because some people may not have the ability or resources to get to places first. The first come first serve model caters to those with money and resources to get aid first.","X"
"5e2cb9b8e97bec2e4cd80874","fp","No one wins in a lottery; the points system can be considered unfair to some as it excludes businesses that may be more eligible.","A lottery system may not award grants to more need and/or deserving businesses.","X"
"59cc6c0246f7210001906b71","pf","Because you can better determine eligibility by a point system.","A lottery is just random, while those who apply are most interested in getting help.","X"
"5f620b8d168a6509edfce903","pl","Because the businesses that actually need help will be the ones to get it.","Because businesses with more resources will be able to apply first","X"
"5a4ee125c64cfe0001b80521","fp","That's the way it always is; those who pass the goal line 1st, wins.","A lottery is not a fair way to select.","X"
"5f3d6a2a0655180ff0b4fe34","pf","Point system is better because some people might have been heavily affected by the impact of the pandemic but they will not be opportune to be among the first people to apply due to one reason or the other","People that apply early should be rewarded. It is not fair if those who apply late are considered before the first comers","X"
"5f2b449a4aaecd58aefc2d1e","pl","A lot of these loans in the first round of stimulus were granted to business owned by wealthy entities, while legitimately struggling small businesses were left behind.","Companies that are familiar with dealing with bureaucrats are more likely to be able to complete the documentation than small business owners who do not have the same connections and accumen that wealthier business owners are equipped with.","X"
"5d1555fe628de0001966c2fa","pl","Because this directly reflects need and how much a business is struggling","I don't like first come first served, in that those with easier access to the application get the approval","X"
"5e9cc4fdf08add1ea3ba9120","pl","Extra points for longevity allows more established businesses to survive the pandemic. Minority businesses need the boat to make up for being neglected on the past.","Previously the more experienced businesses with bank connections moved in quickly and secured funding leaving many mom and pop businesses without aid.","X"
"5dceca2541afe801a27ac","pl","Lottery and first-come, first-served systems do not take into account any of the factors why a business is applying for help other than there is a pandemic and they are in trouble. What if a business has not been well-managed or other factors that could disqualify a business from receiving the funds?","Again, first-come, first served does not address those restaurants that have the greatest need but at least a lottery does not push out the most deserving.","X"
"5dd733664524e76dc4537fe2","pl","It can take into account the businesses that NEED more relief than others in a more fair way.","Because some minority businesses might not have the resources to know all their options for receiving aid.","X"
"5fb3401e742c43a7c7397e36","fp","I feel that is fair because they are the ones that are paying attention. If you decide to sign up late, than I feel that is your own fault.","I feel that the point system is more fair because they are tracking the points based on how the business is.","X"
"5ea83c900b2b5d24b9942af2","lp","Doesn't give preference to those who happened to apply first, or those who have been around longer or are minority owned but not necessarily needier.","I believe it had to do more with external dissemination of information","X"
"5f5bf9beef06253d2b621fc3","pf","It's based on past experience and need","lottery is too random, people in need will probably be more aware and first to apply","X"
"5dd1919051c6d2208e27fbc1","pl","It seems to put businesses on a more equal level.","I think they are pretty equal as far as chances are.   Not all small businesses are informed about the government aid.","X"
"5c7d7e86848d2a0016b3dd3e","pl","It gives more companies a chance and there is something to go buy","The lottery everyone has the same chance to get support but first come first serve the bigger companies would normally get that because they have the time a resources to fill out paper work and get it to right people","X"
"5fe2b802bf7c82ed02b7cd10","fl","The fund will be finished if you don't apply to the govt. There is no enough money to be given to the small businesses","The lottery is fairer so no one can complain, its gonna be a matter of Luck. The Point system is the least fair because we don't know  how bad the pandemic affects  the small businesses","X"
"5bf9bd81549c180001dab194","lp","Of the choices I had that was the only one that was most fair to everyone.","Information may not have been available to everyone at the same time.  Information required to submit a claim may have not been available","X"
"5e1d70edd727e90dea42d137","pf","Because it's not at random and people that have been working very hard towards that would have a chance.","Because it's completely random.","X"
"5f6787c9a3217b3911fc13f1","pl","It has a better chance of getting the most money to people that need it than random people who may be better off.","I feel that first come first served is no better than the lottery. I think they’re    the same, I just couldn’t give them the same number.","X"
"5e3c5eb0ad15c30461bc0528","lp","I do not trust the government to assign the points fairly and without corruption. First-come first-served is always unfair.","As I said above, first-come first-served is always unfair, because the aid will be distributed based on who applied first as opposed to who needs it most.","X"
"558fd02cfdf99b39cb035e5d","pl","Companies that are harder hit should be put at the front of the line whereas companies which likely made money should be pushed back or even excluded.  At least there is some fairness at play here.","First come first served means that well established or entitled companies will likely swoop in and grab all the money.  A lottery at least randomizes things.","X"
"5e4234d74409da0d3165dc68","fl","If you were one of the first to apply it seems clear you need the money the most. I don't like a points system because it is unfair and prejudiced.","Lottery would give everyone an equal chance, points system would eliminate many businesses that apply and that isn't fair.","X"
"5daa18ed95be5f00133609e8","fl","You're situation is throwing race into the issue based on a perceived disadvantage, not ability, not the hard work it takes to achieve. That's makes the question racist by design, which makes it pure politics. Tell the 'minorities' to get in line like the rest of us, and prove to everyone else that they actually belong. Bunch of lazy people with their hands out, as usual.  Seems like it's only the so-called minorities that ever get ahead these days. Earn your keep.","A lottery picks people at random. Bad choice if you pick a bunch of high school drop-outs that want to open a hamster farm. Good choice if you end up funding a good idea that turns into a million dollar business. You've placed race as an issue for consideration, everyone that's not white right? A lottery, is at the very least, color blind.","X"
"5de301515253b03390043d12","fp","all the other options are somewhat arbitrary and don't gauge need effectively. Forstcome first serve indicates a business in need and on top of issues to put their application in first.","because lotteries have nothing to do with need at all","X"
"5dcea7314d51e4107516c80d","pl","It makes sense to award this money in a thoughtful and rational way. The businesses should meet certain criteria so that the grants can do the most good.","""First come first served"" means that some found out about the grants before others, that's all. I hate the idea of people scrambling around and pushing ahead; this pre-selects aggressive people and isn't fair to those who couldn't get to the head of the line.  A lottery is more fair.","X"
"5be8353e33f40a0001031d7a","pf","i think this provides a fairer way because then each business competes on a more even level with others","at least with this method the businesses that show initiative are able to compete more fairly","X"
"5fc4675eac1a5c78cda54009","fl","I think that the business that need it more and has been affected sooner would apply first.","I think a points system would be unfair because of the way the points are accumulated. A lottery system would depend on luck","X"
"5f0c61f219803a07239a4269","pl","maybe the lottery is better. but points are cool too. but only if the company doesnt have to do much","some people are slow to act, and shouldnt be penalized with no reward for being not faster than others","X"
"5f281c6e6029530a2a65e847","lp","Lottery would be random, so there would be no favorites and bias.","Points based system is favored because first come first serve doesn't mean that the business actually deserves it, it just means they filled out the forms quicker.","X"
"5c5c8a0dabbcc10001e6f044","lp","Takes away any bias toward racial/ethnic background....gives everyone the same chance","First come doesn't necessarily most deserved....not all small businesses may hear of program at same time to rush to get their app in early","X"
"546e3778fdf99b2bc7ebcff6","fp","I don't think it would be fair to use the other methods.","I don't think it is right to use the minority system because I know a lot of white people who need help and also people who have been in business longer don't deserve it any more than the others.","X"
"5ea3310bf9c4f828f0c909c5","pl","It takes into account factors that make some businesses at higher risk of being financially unstable","First come first serve may unfairly favor businessowners that have access to the sort of information or internet access needed to apply for the grant","X"
"5dd0cd1c96afdf18a63b889a","lp","A points system introduces bias. A lottery system has no bias.","There are many good reasons that a business might not be the fastest to apply for funds (health, family/childcare responsibilities, work, etc.) -- such businesses should not be penalized for that.","X"
"5d1e5ece2e9ac30016b522c5","fl","They can register faster.","It would be very subjective.","X"
"5d4c920ff84e9b0019c1aff4","fp","I am ify because it could be either way. I feel like there will be many ro apply so a first come first serve may be good.","I prefer point versus lottery because randomly selecting could be ones that may need it less than others.","X"
"5a791168f49c9a0001f31061","pf","It is set up to specifically give an advantage to businesses that meet certain criteria in order to hopefully provide them with assistance. They aren't guaranteed help, but they are guaranteed an advantage with points. It levels the playing field much more than the other two by intentionally giving some leverage to certain business groups.","This gives the fastest people to apply the opportunity to receive assistance. With a lottery, you can be be fast or the fastest, but it doesn't mean anything. You are still given the same odds as other applicants. That's why I think a lottery is least fair.","X"
"5fb3cbedb3cc10000a19c09d","lp","There are a lot of small businesses that may not know how to apply for the help or it may take them longer to get the paperwork accomplished.  I don't think they should be punished because they weren't in the first 500.  Also I think that will have a lot of companies trying to apply quickly rather than waiting to see if they really need the money.","I think the point system would actually be the most fair but I didn't like that it gave preference to women owned businesses so I chose the lottery instead.  Again I think first come first serve won't serve those who need it most.","X"
"5fa941f4897b8d0670476392","lf","A lottery is the only true way to make honest selections","The point system specified businesses owned by woman, which is unfair","X"
"5fe7830f60d5fb11b5e2893e","pl","I think we should consider who needs help most when deciding where to give it. I don't think it's necessarily perfect because someone has to define an idea of what that means which may not seem fair or true to everyone but I think it's still the best choice.","I think to say you got information in quickest so you get help is extremely arbitrary. What if you discovered there was help to be had later than someone else? Are the applications digital? What if the system crashes? Is it in person? Perhaps you are ill or need child care in order to show up. It just seems kind of cheap to me to offer help in this way.","X"
"5e9c800585157c1a16b067e5","lp","This is the only way to be 100% fair (I think)","I believe a point system is good but I don't believe the entire part of it is fair.  I don't think it is fair to get more points for being a woman and I am a woman","X"
"5f5ba66db8e6413162a5c703","pf","In this scenario, the businesses that need the most help are more likely to receive help. While there are businesses that will be missing out, they aren’t the ones that aren’t in the worst place, so they are more likely to overcome those hardships without assistance.","This is another case of businesses having some sort of involvement in getting chosen. They have a chance to jump on the opportunity if they believe they need this help. The lottery, on the other hand, is just randomly chosen and might not choose the people that need to most help. The businesses just have to wait and hope they are randomly selected.","X"
"5fe0cf30e766bba786233c0e","fl","It is more reliable and easy way for everyone.","It is Quite less reliable system for both.","X"
"5e8804c63ac81448c5ab0fa5","pf","Because minority owned businesses will get more points if points are weighted a certain way. That seems mire equitable.","Because it could be that no minority owned businesses would be served. It could go to all white businesses.","X"
"5e2916b49a409c0d7160f318","pl","It focuses on need, where businesses most impacted are more likely to receive the most aid.","Simply awarding the first business to apply doesn't necessarily mean those most in need are supported, where a random lottery at least weights all businesses equally rather than just the order they applied. Some businesses may have other matters to attend to that mean they couldn't apply as quickly, but that doesn't mean they deserve less of a chance for aid.","X"
"5fbb16351f7e24bdab884c61","pf","That way more people can participate.","The early bird gets the worm. A lottery would be a great alternative though.","X"
"5ca6bbf13b5fcf00100996e9","pf","Better to judge what each business endured.","Lottery is never a good way to do anything.","X"
"5f8a2f266245d70e62db06da","pl","My reason in choosing this order mostly has to do with thinking about larger companies with more resources and how they are able to throw more time and effort and energy into things like government forms and that might give them an unfair advantage over smaller businesses that don't have the same resources. This seems like the most fair solution out of an incredibly unfair situation.","Because if you have more resources you can probably submit the application quicker. I don't think it's a fair way to assess need.","X"
"5dcf2a86b48da307d80875e7","lp","I don't like any of the choices as written actually. If the criteria for the points system that were listed were the only ones being used, I don't think they are the correct ones to use. I would use criteria such as number of employees, community involvement, etc.","As we saw in the US with the original Federal money that was disbursed using first come, first served, the larger entities with larger legal and accounting departments were able to wade through the process faster and easier and apply earlier than the smaller sole proprietor businesses.","X"
"5b048348ffe70f0001a0e25c","pf","It allows for more fair distribution of funds by compensating for systemic racial barriers.","It's not so much that I favor first come/first served, but if you use a random selection, you must wait until all applications are submitted, which would prevent swift disbursement of funds.","X"
"5fdca41ecb769722e2266d8a","lp","Lottery is random chance. Within a random chance at succeeding or failing to reach the goal, there is no biases. Every business is equal.","There could be many reasons why a business owner is delayed in applying.","X"
"5dfd077e3690bd03bfa91d48","fl","Should always be first come first served, thats the way I was brought up","a points system is discrimnatory","X"
"5ed6d5c5cd4ef901c97a47d3","lp","because  society it's self is random even things that are coordinated the chances  are all random ultimately","because  it let's fate decide not people","X"
"5f35d62a75f2fb61037161c6","lf","I don't really like the lottery option, but it seemed best of the three. 
 Punishing a business for taking time on an application or learning about the opportunity later than someone else hardly seems like a fair way to give out funds.  
It seems unfair to assign points based on minority ownership.  That is a discriminatory practice that could open the government up to legal action.","I like the idea of a points system to give funds to businesses that need it most and contribute most to the community, but I don't believe government should be in the business of giving funds based on minority status.  Using race or gender to determine who gets funds is discriminatory.  Covid has impacted us all.","X"
"5cf3f7364bcc6400019d71fa","pl","SOME HAVE LESS THAN OTHERS WITH THE CHANCE TO SERVICE THE INDUSTRY SO NEEDING TO HELP THOSE WITH LESS TO HAVE AT LEAST A FIGHTING CHANCE TO SURVIVE THESE DAYS","ITS LIKE ANYTHING ELSE WITH A LITTLE LUCK ON YOUR SIDE AND NOT FEELING UNFAIR DEALINGS","X"
"5e3f6b251d15101c5251d8b7","pf","It's the least random method of the three, applying some reasonable criteria.","It's the most random method of the three.","X"
"5fa4c21a04bc5912180291bc","pl","This method explicitly gives preferential treatment to women.
I mean.. ..that's kinda the whole point of this part of the study — is it not?

Trying to right the wrongs levied by discrimination?","Men may be most likely to show up first.
Also, men *might* not have the other responsibilities to upkeep which women may have.

And what if only men apply, for themselves, for this help?","X"
"5615777c7ffc8a000a811c61","pl","it rewards those businesses that serve the community most, not those who are lucky in a lottery or heard about the probramfirst","first come first served just means you heard about it first
","X"
"5c82656bed1753001581fd1e","lp","First come first served is not based on a merit system, the other is prejudiced against non-minority groups and against newer businesses which would be less stable than established businesses.  That leaves the lottery system.","First come first serve has no merit at all.","X"
"5be5c05fd153f500019a2ef2","pf","It forces the government to take a closer look at the people and circumstances involved, with an eye toward preserving certain types of businesses which might not have had the same advantages as others in the past.","It disregards the individual circumstances of each business, and treats all of them as if their situations were exactly the same.","X"
"5b33a01fa8327d0001003821","fl","I think it is the fairest because those that apply first should get first consideration.","A lottery is also fair because of the fact that they are just picking randomly. This way, everyone gets a chance. I don't like the points system because if you are just starting out and only have been in a business for a few year, or you are male or you have a smaller business loss, that should not disqualify you from the grant. I think that it discriminates against anyone who does not meet the qualifications for the point system.","X"
"5fc912ac6364162752bd3984","lf","It gives a chance to everyone","I feel the points system does not give everyone a chance","X"
"5cbf40e256e0b40017a60d2f","pl","It distributes the money more equitably.","First come first served will be abused.","X"
"56a37d86dbe850000bfcef9d","lf","Because it's random and doesn't prioritize needs that it is really not qualified to judge.","It doesn't involved the government determining needs based distribution of funds, which to me always ends up being shady in some way.","X"
"5fe146b36a3657bd99f9c179","pf","It takes into consideration how much it has been harmed by the pandemic as well as how long it has been in bussiness","It is too random and doesn't take into account other factors","X"
"5c5c85c6054ae60001d04f67","fp","There is a certain amount of money to hand out to local businesses. Those who applies early are more likely to have suffered and need immediate help. A point system can be too subjective and new or non-minority businesses may be discriminated. A lottery which replies on pure luck is not fair for the situation like this; some businesses which might not need much help could be awarded with the money which could be better used for others.","A lottery may be fair in other situations. But what the small businesses are experiencing right now should not be dealt with pure luck. It is not a game. Though a point system may have flaws like giving minorities an advantage, it would work in a more reasonable way by handing out money to those who need help. A lottery can be cruel and might make people resentful.","X"
"5fae366541b4ac2840588d43","pf","It is able to quantify the decision basis and businesses can tailor their applications that way.First- Come First served just helps those that have a head start.","First Come, First serve leaves an element of choice that the businesses can control such as their timing for applying for grants","X"
"5fb1f1fbeeb1b4748b6595a5","fp","No one is more needy based on their ethnicity. If you need the money, go through the process of applying and do so quickly to ensure you get the loan money. You snooze, you lose!","I think a lottery system is totally random and may not help the businesses hardest hit by COVID. It’s just luck of the draw.","X"
"57d435c8ca054400014bac35","pf","Minorities and businesses that are hardest hit have an advantage.","They're about equally unfair. I had to put them in some order.","X"
"5f8de647cd69f416a7bf3f3b","pf","I think a point system would be more fair because it actually looks at different factors like what the business is and how it is being affected. With a first come serve system there may be businesses that don’t need as much help as struggling businesses and a lottery I think wouldn’t be a good way to help businesses in need","I feel the lottery is least fair because there can be businesses who are not struggling as much getting money from the government leaving businesses who needed the most help not getting any","X"
"5f480c726bf20b290a8e4bc3","fl","Because whoever applies first gets it first and by applying first it shows they have initiative and drive to keep their company afloat. A lottery is easily corrupted for certain companies to be chosen over others. A points system is stupid because people need to meet arbitrary requirements.","Because the points system discriminates based on gender and things out of a person's control such as how old their company is.","X"
"5ecd2f6a0d901d04c4920c9f","fp","First-come, first served is the most fair way to deal with this situation because they are people who applied first and wait for their turn.","Lottery is just a lucky game. It does not take effort or motivation to achieve the goal.","X"
"5e45a7e926e79c000bc12a85","pl","Lottery leaves things to chance and first come first served isn't fair sometimes as you may have a less critical business to deal with first so the small businesses who really need help get delayed.","First come first served and lottery system were both equally fair to me but i couldn't put them in the same position so i just put one below.","X"
"5e29ed78eb557a05536b8442","pl","It takes into account some of the important context, including how affected the business is (not all will be affected equally) and who the owners are (e.g., women owned business).","There isn't any merit in being first.  In fact, the businesses with the most resources/connections might be able to apply more quickly even if they are the businesses that need the help the least.","X"
"5c4177c564c45700016a0f3e","lp","I think the lottery system is going to be a more fair and equitable system to select the 500 small businesses to receive the money the money given from the government. The lottery system will be given by chance and can limit any bias or discrimination in the funding process","The first come first serve system is not a fair or equitable system for getting funding for small businesses. There can be a problem of accessibility and providing information to minority business owners.","X"
"5a7dec1d2a842c0001fc7954","lp","I have major issues with discriminating in FAVOR of certain groups such as women so a lottery is probably best to take political correctness of the equation.","Because some small businesses are worthy to receive the funds but don't have the staff to fill out the proper forms","X"
"5a2d792729374e0001420491","lp","I think that this is the most fair because it has the least room for interpretation or lobbying. If you are chosen to be a recipient of aid, it was completely random. You got lucky.","If there can be no completely fair, ambivalent method like the lottery, I think that various factors should be taken into account. First-com first-serve does not do this.","X"
