StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q134,method_fair,Q132,Q141,Q129,Q135,age,Q136,Q137,Q137_3_TEXT,Q138,Q139,Q140,MTurkCode,budget,money
2019-10-18 17:43:37,2019-10-18 17:50:37,IP Address,*******,100,420,True,2019-10-18 17:50:38,R_29sqfQbtc1PhClC,*******,*******,*******,*******,*******,*******,anonymous,EN,i think it means that the school counselor would use a computer to figure out who needs the mentor. the computer would compute all the data entered and decide who needs the help.,Yes it is fair,,using the model takes emotion from a human out of the equation. a human won't be feeling sorry for one student over the other.,Somewhat fair,i think parents should input what data is used to decide who gets the mentor. they should agree which parameters to use.,43,Some college or 2-year college,Female,,I have children and at least one is school-aged (3-18),Conservative,36330,18915,smaller budget,less
2019-10-18 17:41:17,2019-10-18 17:51:18,IP Address,*******,100,600,True,2019-10-18 17:51:18,R_2zewu7UX8Cd7b4C,*******,*******,*******,*******,*******,*******,anonymous,EN,"The predictive model would choose children based on an as needed basis. Those who need it more would come first over all the other students. It's supposed to predict what students will miss the most school days and depending on factors like family income, distance, and how much they attended school in the previous year.",Yes it is fair,,"I know other children could benefit greatly from having a mentor, but I'm assuming children from low income families who live far away don't have the means to send their child to school. This would give their child a chance to excel with his/her peers. They would be given a chance where they had only a slim chance. And with a low budget, not every child can have a mentor, so allowing a computer to choose would be best to avoid discrimination.",Extremely fair,"Parents, shouldn't have a say in this. If most parents had it their way, their child would come first which is not always possible in a school system. I think they should step aside and let the predictive model do the job to avoid parents having it out because their child was not included. Having the school manually pick students woukd just lead way to someone hollering discrimation. From anything from race to income equality, to special treatment. I know. I have kids and this seems feasible to me.",35,Some college or 2-year college,Female,,I have children and at least one is school-aged (3-18),Slightly conservative,35739,11666,smaller budget,less
2019-10-18 17:32:25,2019-10-18 17:51:22,IP Address,*******,100,1136,True,2019-10-18 17:51:22,R_1JWvOgsUP1PtxBD,*******,*******,*******,*******,*******,*******,anonymous,EN,"it great for students to have a mentor to guide in the right path to help them through tough times and to encouraged the students to work hard the mentor is there to set a good example for students so later on in life they able to achieve success the predictive is a way to for them to keep up with the days the students are missing and stay on track of there day to day basis ",Yes it is fair,,it's fair because its a way to get students started on the right path in school and they doing this for the positivity of the student success to keep them encouraged to lead them to the right directions so it gonna help them more than fail them it hundred percent fair for them to achieve greater at school,Extremely fair,"the parents have every right to have their input on this situation so its only right for the parents to discuss their concern that they have, in the end, it's the parent-children have the right to question it in deciding on what they think is best",28,High school diploma or GED,Female,,I do not have children,"Moderate, Middle of road",28358,10232,larger budget,more
2019-10-18 17:40:11,2019-10-18 17:52:05,IP Address,*******,100,713,True,2019-10-18 17:52:05,R_Td8E3EPrNq23jiN,*******,*******,*******,*******,*******,*******,anonymous,EN,"They will be using an algorithm that takes the data provided and analyzes it with certain criteria in mind. This criteria includes income, attendance, grades, etc. This way the decision will be made fairly and partially.",Yes it is fair,,"It takes out the bias of choice by the counselor. One could say that the criteria for the algorithm could contain bias however. For this reason, the deciding factors should be decided by a group of impartial individuals involved with the school.",Somewhat fair,"I think the parents should have their voices heard concerning the criteria/factors used to determine who receives a mentor. This could be done in a public meeting with parents and school representatives. That way, the school can gauge a fair opinion from the majority of parents.",33,Some college or 2-year college,Male,,I do not have children,Slightly liberal,29601,16318,smaller budget,less
2019-10-18 17:44:39,2019-10-18 17:52:29,IP Address,*******,100,469,True,2019-10-18 17:52:29,R_egOejV151hECVvb,*******,*******,*******,*******,*******,*******,anonymous,EN,The school counselor would use the predictive model to decide which students might need mentors more based on the student's recent criteria and since the school has less of a budget than previous years.,Yes it is fair,,I think it is fair because at least the school understands there is a need.,Extremely fair,I think the parents should decide if their kid needs a mentor.,38,Some college or 2-year college,Female,,I do not have children,Liberal,89104,16899,smaller budget,less
2019-10-18 17:50:11,2019-10-18 17:52:45,IP Address,*******,100,153,True,2019-10-18 17:52:45,R_3DjfEWdIDnQZjsZ,*******,*******,*******,*******,*******,*******,anonymous,EN,they have like an algorithm or something,Yes it is fair,,i think its fine if it is set up correctly,Neither fair nor unfair,"i think parents should have as much input as possible these are our children and they should get a voice and when our children are young we are thier voice ",29,Some college or 2-year college,Female,,I have children and at least one is school-aged (3-18),"Moderate, Middle of road",33170,15952,larger budget,more
2019-10-18 17:47:10,2019-10-18 17:53:03,IP Address,*******,100,352,True,2019-10-18 17:53:03,R_REMT6SbH1KODLA5,*******,*******,*******,*******,*******,*******,anonymous,EN,"i guess that based on need, students who have poor attendance, from lower income family and that live farther away from school might need extra help on keeping up with the grades",Yes it is fair,,putting those who are more needed than the rest is fair,Somewhat fair,"that the method they use can actually be efficient, show results for those needed",35,4-year college degree,Female,,I have children and at least one is school-aged (3-18),Liberal,91766,17374,larger budget,more
2019-10-18 17:47:28,2019-10-18 17:53:11,IP Address,*******,100,342,True,2019-10-18 17:53:11,R_27UaO7kwoyOtIFt,*******,*******,*******,*******,*******,*******,anonymous,EN,They would use a machine to gather information about each child and conclude from the info which children would need the help the most.,Yes it is fair,,The machine has no feeling and is non judgemental so therefore it would not favor any one child.,Somewhat fair,The parents would favor their child so it would make things harder,45,High school diploma or GED,Female,,I have children and at least one is school-aged (3-18),Slightly conservative,24112,14061,smaller budget,less
2019-10-18 17:50:17,2019-10-18 17:53:31,IP Address,*******,100,194,True,2019-10-18 17:53:32,R_yTMYw9dJEZEwFCF,*******,*******,*******,*******,*******,*******,anonymous,EN,"This approach means that the school counselor will use a data-oriented model to develop a solution to the problem. This is a different approach, than an emotionally-driven solution based on the counselors' feelings.",Yes it is fair,,"This model creates an approach that is more neutral, than any other suggested or potential approaches.",Extremely fair,"The parents should be allowed to provide an opinion, regarding whether they would like a mentor to be involved with their child. This could disqualify kids from the model, thus increasing the likelihood of other kids receiving a mentor.",26,4-year college degree,Male,,I do not have children,Slightly conservative,01776,17059,smaller budget,less
2019-10-18 17:50:04,2019-10-18 17:53:56,IP Address,*******,100,231,True,2019-10-18 17:53:57,R_25B0pvePTg3Kg0N,*******,*******,*******,*******,*******,*******,anonymous,EN,"Its a large amount of data about students attendance, parents income, and radius of residence from school.",Yes it is fair,,The predictive model can give an insight of students with the lowest rank. The ones that need it the most would have lower grades.,Somewhat fair,I think parents should accept the predictive model choice.,18,Some high school or less,Male,,I do not have children,Conservative,39145,15801,smaller budget,less
2019-10-18 17:50:36,2019-10-18 17:54:08,IP Address,*******,100,212,True,2019-10-18 17:54:08,R_1n1TPiKyy1KuQyJ,*******,*******,*******,*******,*******,*******,anonymous,EN,Its good for kids to get an extra boost,Yes it is fair,,Because it makes it easier,Somewhat fair,What the program is about and how kids are chosen,39,Graduate or professional school,Female,,I have children and at least one is school-aged (3-18),Slightly liberal,10924,17291,larger budget,more
2019-10-18 17:47:35,2019-10-18 17:54:09,IP Address,*******,100,394,True,2019-10-18 17:54:09,R_2y7XLP0xAr4t0ah,*******,*******,*******,*******,*******,*******,anonymous,EN,Im not absolutely sure what you are asking but It is a good idea to practice to help having a better sense of the student habits and behaviors.,Yes it is fair,,To get a sense of who the student is and their work ethic.,Somewhat fair,Maybe the school can send out an email to parents and allow them to ad their feedback or any modifications.,36,Some college or 2-year college,Female,,I have children but none are school age (they're younger than 3 or older than 18),Slightly liberal,11225,15069,smaller budget,less
2019-10-18 17:44:53,2019-10-18 17:54:56,IP Address,*******,100,603,True,2019-10-18 17:54:57,R_1ml63qItQlVr4Kw,*******,*******,*******,*******,*******,*******,anonymous,EN,The human emotion factor will be reduced.,Yes it is fair,,Reduces personal bias.,Somewhat fair,They should be allowed to voice their opinions.,45,4-year college degree,Female,,I do not have children,Slightly liberal,19714,19426,smaller budget,less
2019-10-18 17:47:11,2019-10-18 17:55:44,IP Address,*******,100,513,True,2019-10-18 17:55:45,R_pc1afqDOnJGsCc1,*******,*******,*******,*******,*******,*******,anonymous,EN,Using analytics to study possible patterns in social demographics could be very useful as a predictive model.,Yes it is fair,,"I believe in the use of the analytics is fair, using it as the sole defining decision maker is not.",Neither fair nor unfair,"Again, there may always be issues that are outside the bounds of AI.",48,Some college or 2-year college,Male,,I have children and at least one is school-aged (3-18),"Moderate, Middle of road",07747,10004,smaller budget,less
2019-10-18 17:52:06,2019-10-18 17:56:15,IP Address,*******,100,249,True,2019-10-18 17:56:15,R_1P59ZpnfzupIVA4,*******,*******,*******,*******,*******,*******,anonymous,EN,"The school counselor will use the model to determine which students need the mentor the most.  It is based off of attendance, family income, and how far the student lives from the school.",No it is not fair,"It is not fair being there may be students who regardless of family income may still need a mentor.  ",,Somewhat unfair,I think the parents should have a lot of input but also see the specifics of this model.  So they can decide if it is best.,33,4-year college degree,Female,,I have children and at least one is school-aged (3-18),"Moderate, Middle of road",87301,18578,larger budget,more
2019-10-18 17:52:13,2019-10-18 17:56:38,IP Address,*******,100,264,True,2019-10-18 17:56:38,R_27wCFTyQeLT9P8u,*******,*******,*******,*******,*******,*******,anonymous,EN,basically they are intruding into the whole private life of your child to determine what they think is right for your kid.,No it is not fair,because they should stay out of peoples private lives,,Extremely unfair,just dont do it. stay out of private lives and dont make certain kids feel left out,28,High school diploma or GED,Female,,I have children but none are school age (they're younger than 3 or older than 18),"Moderate, Middle of road",08629,17304,smaller budget,less
2019-10-18 17:49:48,2019-10-18 17:56:53,IP Address,*******,100,425,True,2019-10-18 17:56:53,R_2b0FsMi1rnmIIYz,*******,*******,*******,*******,*******,*******,anonymous,EN,"It means that someone has the possibility of being overlooked when they really could use the help. You can not rely on a machine to generate those kind of statics. The school counselor is going to plug all their data into a program and let that decide. ",No it is not fair,"There might be some uncommon factor which could be a make or break factor. It could say that a student lives far away and might be more likely to fail, when that could actually be the opposite scenario. ",,Extremely unfair,"The parent should be able to input if they think it will fit with their children, but not be able to decide 100%. Some parents are just lazy and don't really care about academics.There are others who need help but can't afford it. ",28,High school diploma or GED,Female,,I have children and at least one is school-aged (3-18),Extremely Conservative,74063,17645,larger budget,more
2019-10-18 17:41:32,2019-10-18 17:57:13,IP Address,*******,100,941,True,2019-10-18 17:57:14,R_21uCWmjC8VrluvY,*******,*******,*******,*******,*******,*******,anonymous,EN,"I think they should analyze the students grades, income, and previous attitudes in order to see if they need help.",Yes it is fair,,"Instead of giving help to everyone, it's best to limit and choose which ones definitely need it. If another student needs it and wasn't chosen then you can just add them in if they want it.",Extremely fair,Let the parents approve of everything beforehand.,20,Some college or 2-year college,Female,,I do not have children,Liberal,32303,14845,larger budget,more
2019-10-18 17:43:52,2019-10-18 17:58:02,IP Address,*******,100,850,True,2019-10-18 17:58:02,R_231SteWbpI2qdSR,*******,*******,*******,*******,*******,*******,anonymous,EN,"They would use surveys and predictive math to determine which students are at highest risk for failure. ",Yes it is fair,,It is the most efficient use of resources,Extremely fair,"Parents should be allowed to speak at a school board meeting or through a survey. ",36,Graduate or professional school,Male,,I have children and at least one is school-aged (3-18),Extremely Conservative,15236,13156,larger budget,more
2019-10-18 17:53:41,2019-10-18 17:58:40,IP Address,*******,100,298,True,2019-10-18 17:58:41,R_3JeKjXjdgdmJBRT,*******,*******,*******,*******,*******,*******,anonymous,EN,"Mentoring is important, not only because of the knowledge and skills students can learn from mentors, but also because mentoring provides professional socialization and personal support to facilitate success in graduate school and beyond.",Yes it is fair,,I think because every student is equal,Somewhat fair,paying more attention into their children's achievements,48,Some college or 2-year college,Male,,I have children and at least one is school-aged (3-18),"Moderate, Middle of road",91605,17381,larger budget,more
2019-10-18 17:56:27,2019-10-18 17:59:04,IP Address,*******,100,156,True,2019-10-18 17:59:04,R_XnPWmP1QC4j1qAp,*******,*******,*******,*******,*******,*******,anonymous,EN,The model is going to take in a number of factors and evaluate how they contribute to absenteeism and then compare the student data and determine which are likely to be absent and indicate they have a greater need for a mentor.,Yes it is fair,,The model will eliminate counselor biases from being involved in the decision.,Extremely fair,"The parents could maybe advocate for increased weight on certain factors for the model, but their input shouldn't necessarily be the final say since they themselves are likely biased.",29,4-year college degree,Male,,I do not have children,Liberal,17112,12411,larger budget,more
2019-10-18 17:46:57,2019-10-18 17:59:25,IP Address,*******,100,747,True,2019-10-18 17:59:25,R_3lGlkzn73fPkw6p,*******,*******,*******,*******,*******,*******,anonymous,EN,It means that the school counselor would use a machine to analyze objective data such as the student's past attendance in order to determine which student will get a mentor.,Yes it is fair,,It is fair because it is holding all the students to the same standards in an objective way,Somewhat fair,"Parents should have some input in the decision as well. Perhaps it could be put to a vote. Also, if circumstances worsen from last year and their child starts failing in school, there should be some type of help available for this student as well.",31,4-year college degree,Female,,I do not have children,"Moderate, Middle of road",07003,13207,larger budget,more
2019-10-18 17:46:26,2019-10-18 17:59:56,IP Address,*******,100,809,True,2019-10-18 17:59:56,R_2E4uodiTx6QC2Rv,*******,*******,*******,*******,*******,*******,anonymous,EN,THE COUNSELOR WOULD USE VARIOUS OTHER PAST DATA TO FIGURE OUT WHICH STUDENTS WOULD BENEFIT BEST FROM A MENTOR,Yes it is fair,,THE COMPUTER MODEL WOULD BE A NON BIASED DECISION,Extremely fair,NONE,46,High school diploma or GED,Male,,I have children and at least one is school-aged (3-18),"Moderate, Middle of road",39452,16732,smaller budget,less
2019-10-18 17:57:12,2019-10-18 18:00:18,IP Address,*******,100,186,True,2019-10-18 18:00:19,R_3m9JQeikVFPJIxk,*******,*******,*******,*******,*******,*******,anonymous,EN,The school will use an algorithm to predict which students will need a mentor. This way that can best use resources to help those students most at risk.,Yes it is fair,,The algorithm is based on data inputs rather than feelings. It is a predictive model that bases the decision making on a number of separate parameters.,Extremely fair,I would like the parents to have input on what type of personal information is shared. They should also be made aware of any costs associated with the predictive algorithm as it relates to the money available for mentoring.,40,Graduate or professional school,Male,,I have children and at least one is school-aged (3-18),"Moderate, Middle of road",61413,18598,larger budget,more
2019-10-18 17:52:56,2019-10-18 18:01:30,IP Address,*******,100,514,True,2019-10-18 18:01:31,R_1r212dsn5y5dCDU,*******,*******,*******,*******,*******,*******,anonymous,EN,The counselor would use a computer program to calculate who needs the help most.,Yes it is fair,,It's non-biased and can be very accurate depending on criteria.,Extremely fair,Parents should get a vote before implementation as long as it is explained properly.,33,Some college or 2-year college,Female,,I have children and at least one is school-aged (3-18),Slightly liberal,76230,15342,larger budget,more
2019-10-18 17:55:11,2019-10-18 18:01:36,IP Address,*******,100,384,True,2019-10-18 18:01:36,R_1q1FcyAsvgylIGq,*******,*******,*******,*******,*******,*******,anonymous,EN,Basically the counselor is predicting based on the data gathered which students are more likely to miss school.,Yes it is fair,,I don't see why its not fair. I would use the info to.,Somewhat fair,they should have a say in it also.especially if they feel their child needs it or they are already in the program.,39,Some college or 2-year college,Male,,I have children and at least one is school-aged (3-18),Liberal,23452,14761,smaller budget,less
2019-10-18 17:55:34,2019-10-18 18:03:21,IP Address,*******,100,466,True,2019-10-18 18:03:21,R_3PFWg8K9Rt8nVye,*******,*******,*******,*******,*******,*******,anonymous,EN,"Although mentoring is something most of us talk about doing and needing on a regular basis, it isn't obvious what being a mentor means, precisely, or what the process of mentoring entails. Is it the same as training? teaching? advising? Is being a mentor the same as being a good role model? Are these all labels for the same thing?

",No it is not fair,"Ranked one of the top education schools in the nation by U.S. News & World Report, Vanderbilt University’s Peabody College now offers its master of education (M.Ed.) in human development counseling with a specialization in school counseling online.",,Somewhat fair,GOOD,32,4-year college degree,Male,,I do not have children,Liberal,37073,19813,larger budget,more
2019-10-18 17:57:15,2019-10-18 18:03:22,IP Address,*******,100,367,True,2019-10-18 18:03:22,R_2UfkAXRwEbF9O3f,*******,*******,*******,*******,*******,*******,anonymous,EN,A predictive model will use a large amount of data about students to try to predict which students will need a mentor the most.This will help the school best allocate their resources to benefit their students the most.,Yes it is fair,,It takes the personal biases out of the equation and instead focuses on raw data. The people who most benefit from this aid are often hidden and not given help.,Extremely fair,I do not think parents should have any input. The goal of a school district should be to provide the best service possible - not do the bidding of the area's parents. If the data-model can prove to be successful then the parent's should not be considered.,31,4-year college degree,Male,,I do not have children,Conservative,52803,15067,smaller budget,less
2019-10-18 17:57:44,2019-10-18 18:04:03,IP Address,*******,100,378,True,2019-10-18 18:04:03,R_3qlkRjXhrdgcDlI,*******,*******,*******,*******,*******,*******,anonymous,EN,"A computer algorithm will decide which students would benefit the most from a tutor, so the counselor can use the information gathered to decide which students are in the most need of a mentor.",Yes it is fair,,"Every student is worth the same, without the algorithm the counselor could pick students that he or she has a bias for based upon their race/sex. The algorithm won't have a bias.",Extremely fair,"The parents should not have any input, they are going to plead for their own child to have a mentor. Whichever parent is the most convincing is the one whose child is going to get a mentor, not necessarily giving the mentor to a child that needs the most help. Just like the counselor, the parents can have a bias.",43,Some college or 2-year college,Male,,I do not have children,Liberal,88030,10051,smaller budget,less
2019-10-18 17:51:29,2019-10-18 18:04:19,IP Address,*******,100,770,True,2019-10-18 18:04:20,R_2U9iXu5uMPT1Ohf,*******,*******,*******,*******,*******,*******,anonymous,EN,"This means that certain students may not get the help they require. A predictive model may be beneficial to some, and will hopefully do well in helping the students gain success. It will prioritize high-risk students, but believe this should be based on previous results from academic records / grades: not just income / attendance / proximity. I suppose it is somewhat of a fair model and gets rid of preference-based choice.

Perhaps when the students who were giving predictive-based assistance start to flourish, they could assist those who were overlooked by this model. They could also possibly choose to mentor the high-risk students in groups instead of basing it off this model",No it is not fair,"I think alternating or mentoring in groups may be a fairer decision. A predictive model may mean that many students that may not currently be struggling, or those struggling due to factors outside the ones mentioned previously, will not get the assistance they need. 

Another decent idea could be to use the predictive model, but also flag students who are doing poorly / allow funding for students who request mentors--or again, allow those flagged to attend a pairing or group mentoring program.

I personally believe that funding should never be an issue when it comes to most anything in life, especially those suffering academically.",,Neither fair nor unfair,"They should be allowed to speak their opinions & voice their concerns about their children. I am unsure if they should be fully allowed to remove their children from the program--in cases where the child absolutely needs the mentoring--but overall, do believe it is mostly their choice. There may be poor judgment or other factors that go into this, so do not fully know if they should have a say in removing their child from the program.
They should receive updates on how the mentoring is affect their child & their child's behavior in the program, and be allowed to openly speak their opinion.",28,Some college or 2-year college,Female,,I do not have children,"Moderate, Middle of road","93611, only for the past 6 months or so",10699,smaller budget,less
2019-10-18 17:59:21,2019-10-18 18:04:24,IP Address,*******,100,303,True,2019-10-18 18:04:25,R_AhV5moqb6xxOMy5,*******,*******,*******,*******,*******,*******,anonymous,EN,The school is trying to use a system that is perceived as unbiased to determine what kids to give more help to by giving them mentors. They are taking factors they determine to be important and using that to find out who to give mentors to.,Yes it is fair,,"I think it is fair as it takes non-biased metrics to figure out who to give the mentor to. It is just as fair (if not more fair) than having a human simply decide for each student. ",Neither fair nor unfair,"I think parents should be able to submit questions or concerns as well as objections to the model if they think it might impact their child's chances. If they do so I think they should be rewarded as they have demonstrated they care. ",32,4-year college degree,Male,,I have children and at least one is school-aged (3-18),"Moderate, Middle of road",46075,19061,smaller budget,less
2019-10-18 17:43:48,2019-10-18 18:05:09,IP Address,*******,100,1280,True,2019-10-18 18:05:09,R_3kk9FG7PkGY53mf,*******,*******,*******,*******,*******,*******,anonymous,EN,"The school consoler using a predictive model to figure out which students need help and mentor the most and I think all students need to their classes to be more fun. They need improvement by improved the way the teachers teach them. So all of them will be excited for school. ",No it is not fair,I think some of them will missed the opportunity and still didn’t get their chance in this program.,,Somewhat unfair,I think all parents need their students to learn and love the school. So the only way teachers should add some fun activities to their classes. So the kids will love the school.,33,4-year college degree,Female,,I have children and at least one is school-aged (3-18),"Moderate, Middle of road",37167,11534,smaller budget,less
2019-10-18 17:50:57,2019-10-18 18:06:39,IP Address,*******,100,941,True,2019-10-18 18:06:39,R_eR0dAOuNJiZcilj,*******,*******,*******,*******,*******,*******,anonymous,EN,by using a predictive model the counselor would be able to efficiently use the students information to predict children who will miss a lot of school and those who wont,Yes it is fair,," getting information of students like their parents income will allow for the counselor know who can afford a mentor and also factor like distance from the school so i think this is fair because they are trying to consider from options ",Somewhat fair,"i think parents should have some input to get a better options for their wards ",30,4-year college degree,Male,,I do not have children,"Moderate, Middle of road",43017,14581,larger budget,more
2019-10-18 18:05:00,2019-10-18 18:09:01,IP Address,*******,100,240,True,2019-10-18 18:09:01,R_1LeAFPAKcWXSIFz,*******,*******,*******,*******,*******,*******,anonymous,EN,"The school counselor would try to identify which students need mentors using an algorithm. It would take into account a lot of different variables like income, distance from school, and past attendance to find the most needy students since these are all factors that would affect attendance.",Yes it is fair,,Because there would be no favoritism it would all be based solely on need.,Somewhat fair,They could write letters to the counselor if they'd like their child to be considered beyond those factors and maybe the counselor could take those into account after the algorithm.,27,Some college or 2-year college,Female,,I have children but none are school age (they're younger than 3 or older than 18),Extremely liberal,52404,15241,larger budget,more
2019-10-18 18:04:11,2019-10-18 18:09:41,IP Address,*******,100,330,True,2019-10-18 18:09:41,R_3Jy1ElUcQLQNpMN,*******,*******,*******,*******,*******,*******,anonymous,EN,"The school counselor would use a computer program to choose which kids would get a mentor. The inputs would include attendance, parental income, and other factors.",Yes it is fair,,"It's more complicated than fair or not. To fairly use the program, it must be closely monitored and have a human element for example interviews with the students and parents. It must be checked for biases and monitored closely.",Somewhat fair,I think that parents should get a clear explanation of the model and input into the factors.,26,4-year college degree,Male,,I do not have children,Slightly liberal,15317,17253,smaller budget,less
2019-10-18 17:36:32,2019-10-18 18:09:47,IP Address,*******,100,1994,True,2019-10-18 18:09:47,R_22KwGH2Y59xRluU,*******,*******,*******,*******,*******,*******,anonymous,EN,It means that they would use past information to predict what current students need.,No it is not fair,They should make this decision based on each student themselves.,,Somewhat unfair,Parents should get to help have a say so in what happens with their kids.,35,Some college or 2-year college,Female,,I have children and at least one is school-aged (3-18),Extremely Conservative,32643,17648,smaller budget,less
2019-10-18 18:05:19,2019-10-18 18:10:14,IP Address,*******,100,295,True,2019-10-18 18:10:15,R_1jkrSFfGiNyvTMy,*******,*******,*******,*******,*******,*******,anonymous,EN,The model would help identify which students are most at risk due to the most common factors that make students miss school.,Yes it is fair,,The program is meant to help certain students so it is fair to target them. There isn't money for everyone so it should be spent on the students who need it most.,Extremely fair,Parents shouldn't be involved because they will not be looking at it from a business standpoint but rather from their feelings for their own students.,41,4-year college degree,Female,,I do not have children,Slightly liberal,87421,13762,smaller budget,less
2019-10-18 18:05:43,2019-10-18 18:10:52,IP Address,*******,100,308,True,2019-10-18 18:10:52,R_2tJS3EdtifPKrVt,*******,*******,*******,*******,*******,*******,anonymous,EN,"I think that the school should look at the students previous performance. Who struggles the most even though they are trying should get first selection. They should not be provided to students who are not putting in the effort even though they are capable. ",No it is not fair,"That model dosent take in the students personality and personal effort ",,Extremely unfair,"I think the parents should get to say yes or no if their child is selected. ",30,Graduate or professional school,Female,,I do not have children,"Moderate, Middle of road",26505,16047,larger budget,more
2019-10-18 18:07:46,2019-10-18 18:11:09,IP Address,*******,100,202,True,2019-10-18 18:11:09,R_1dlQ7AohpYWO1PS,*******,*******,*******,*******,*******,*******,anonymous,EN,"Using a predictive model would mean using statistics of students’ key characteristics to foresee which ones would benefit most from receiving a mentor. ",Yes it is fair,,It is based on data and can be validated and supported with numbers.,Extremely fair,Parents should support whatever is designed and proven to help their children.,28,4-year college degree,Male,,I do not have children,Slightly liberal,13090,15459,smaller budget,less
2019-10-18 18:09:11,2019-10-18 18:12:37,IP Address,*******,100,206,True,2019-10-18 18:12:37,R_1jri5XJz6WZOvo4,*******,*******,*******,*******,*******,*******,anonymous,EN,"The model would use these data points to determine which students are most in need of a mentor. These students are more likely to miss school and fall behind, and thus a mentor should help them. ",Yes it is fair,,I think it is fair to find those who are most in need of a mentor. It doesnt preclude other students from still getting a mentor at some point.,Somewhat fair,"They should have their voices hear in terms of why they want it used or not, and if they want their students involved ",28,Graduate or professional school,Male,,I do not have children,Conservative,21087,13783,larger budget,more
2019-10-18 18:07:37,2019-10-18 18:12:48,IP Address,*******,100,311,True,2019-10-18 18:12:49,R_RfX3b7EZ2uOzsDT,*******,*******,*******,*******,*******,*******,anonymous,EN,"The use of a predictive model to choose which students get mentors is through data of students. The model would choose which students needs a mentor the most, and factor in data on students to determine it.",No it is not fair,"Even if the predictive model chooses students that need mentors the most, the model may not be entirely accurate. Students who do not have mentors may also be in a need to talk to someone, which is only reserved to students who have been chosen which can be unfair",,Somewhat unfair,"Inputs parents should have is to determine what can be fair for all students, not just focusing on the students in need by a predictive model",23,4-year college degree,Male,,I do not have children,Liberal,60616,12643,smaller budget,less
2019-10-18 18:04:53,2019-10-18 18:13:00,IP Address,*******,100,486,True,2019-10-18 18:13:00,R_UbgrrvTITRql78Z,*******,*******,*******,*******,*******,*******,anonymous,EN,"They are conidering using n algarytm, with would select why children would recieve a mentor based on data about the childrens needs and backround.",No it is not fair,"Sometimes you need to be able to personaly meet a child to meet the childs needs. ",,Neither fair nor unfair,It seems as far as it can get with wht they re working with.,37,High school diploma or GED,Female,,I have children and at least one is school-aged (3-18),"Moderate, Middle of road",75114,14780,smaller budget,less
2019-10-18 17:51:39,2019-10-18 18:13:54,IP Address,*******,100,1335,True,2019-10-18 18:13:55,R_1JFQ9wIISzFAZ1X,*******,*******,*******,*******,*******,*******,anonymous,EN,"If the school usese a predictive model (algorithm) to choose which studets get mentors, if woud be the most efficient way to roughly determine who needs help the most. It might not be as accurate as choosing the students in more manual ways, but it would save a lot of time.",Yes it is fair,,"I think it is fair because it is efficient, and it would use useful data that can determine who needs help the most. There might be some problems, but it is a good first step to use when dealing with a large number of students. It is hard to determine who might need the help in other ways. ",Somewhat fair,"I think that the parents should be able to be manually approved to be eligible for a mentor if they choose. The algorithm likely isn't perfect, and if some people are left out they should be able to say they want in.",31,4-year college degree,Male,,I do not have children,Liberal,63640,14506,smaller budget,less
2019-10-18 18:04:07,2019-10-18 18:13:55,IP Address,*******,100,587,True,2019-10-18 18:13:55,R_1mLxnSEnGeF356w,*******,*******,*******,*******,*******,*******,anonymous,EN,"A predictive model would help counselors decide on which students actually most likely ""need"" mentors. Any student that seems like they struggle to be a self starter or stay motivated due to pass grades, consistent absences etc. would be good candidates. ",Yes it is fair,,I think this is highly fair. Some students just simply need more help than others and are less mature than their peers. They also may not have good influences at home. A predictive model would remove the bias/judgement of a counselor needing to make the call themselves.,Extremely fair,"I don't think parents should have any input. If they are doing what they are suppose to be doing, then their children won't have the predictive model pointing to their kids for a mentor figure.",31,4-year college degree,Male,,I have children and at least one is school-aged (3-18),Conservative,40509,19456,smaller budget,less
2019-10-18 18:07:28,2019-10-18 18:17:13,IP Address,*******,100,584,True,2019-10-18 18:17:13,R_3qOt8qGcBZMGVHl,*******,*******,*******,*******,*******,*******,anonymous,EN,"The school counselor would use a predictive model to choose who gets a mentor since the schools budget is not big enough to fund mentors for every single student. This model will use information on the children's attendance, grades and parents income.",Yes it is fair,,"I think it is a great start in figuring out why students are missing school so much. After a year of mentoring these students that may need extra guidance, can lead the school in the right direction and try to increase their budget for every single student. Children that are missing school and getting bad grades are a reflect of their home life most of the time.",Somewhat unfair,"I believe there should be a section where parents can donate into the school so their own child can receive a mentor if they feel that their child really needs one. Also, if a parent is noticing the child acting differently and needs a mentor, they should be seeking a therapist outside of school. I believe it is usually the parents that aren't aware of their childs actions and if they skip school, those kids needs the mentoring the most. ",25,Some college or 2-year college,Female,,I do not have children,"Moderate, Middle of road",08201,11521,larger budget,more
2019-10-18 18:08:42,2019-10-18 18:17:18,IP Address,*******,100,515,True,2019-10-18 18:17:18,R_27IirlCaPcGZnDT,*******,*******,*******,*******,*******,*******,anonymous,EN,"It would mean that they would be cutting off certain groups, and would be segregated",No it is not fair,"I feel that it puts people into groups, and it creates a barrier.",,Extremely unfair,"They could find another area to put the money into. I think that the parents should look at how much they are teaching their kids, and if they want them to be excluded. ",23,Some college or 2-year college,Male,,I do not have children,Slightly liberal,57401,10272,larger budget,more
