StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q134,method_fair,Q132,Q131,Q127,Q129,Q135,age,Q136,Q137,Q137_3_TEXT,Q138,Q139,Q140,MTurkCode,nonalg_method,budget,money,nonalg_method_present
2019-08-20 14:38:06,2019-08-20 14:42:28,IP Address,*******,100,261,True,2019-08-20 14:42:28,R_3fizgCkrUY2Jdub,*******,*******,*******,*******,*******,*******,anonymous,EN,"It means that it would take different factors into consideration and use and algorithm to determine who gets a mentor. ",school counselor using a predictive model/algorithm,"Because it takes more factors into consideration ","Yes, students who deserve mentors will get them",Somewhat fair,Extremely fair,"I think parents should get to vote ",40,4-year college degree,Female,,I have children and at least one is school-aged (3-18),Slightly liberal,89015,11710,used an income cutoff,larger budget,more,using an income cutoff
2019-08-20 14:35:49,2019-08-20 14:42:33,IP Address,*******,100,404,True,2019-08-20 14:42:33,R_1LCB1wX5lA82JpI,*******,*******,*******,*******,*******,*******,anonymous,EN,It means that it would be decided by an algorith that takes several factors into account rather than being decided by just income.,school counselor using a predictive model/algorithm,Theres no room for bias or favoritism.,"Yes, students who deserve mentors will get them",Somewhat fair,Extremely fair,"If the idea is rejected by a majority of parents, then their wishes should be taken into consideration. Otherwise, parents really shouldn't have much say.",31,Some college or 2-year college,Male,,I do not have children,Extremely liberal,13212,14043,used an income cutoff,larger budget,more,using an income cutoff
2019-08-20 14:38:29,2019-08-20 14:42:33,IP Address,*******,100,244,True,2019-08-20 14:42:34,R_27kD4Sqsqcjz7Gt,*******,*******,*******,*******,*******,*******,anonymous,EN,"I think it would mean that the school counselor is using science to get a good idea of which students really require mentors.  Anyone can benefit from a mentor and everyone should seek one out in my opinion, but those who are at the greatest risk of underperforming need one more and the model can predict who those underperformers might be.",school counselor using a predictive model/algorithm,Drawing at random will match a lot of kids up with mentors who might thrive without the additional help.  I think it's more fair to help the kids who are less likely to succeed by giving them the extra help.,"No, students who deserve mentors will still not get them",Somewhat fair,Extremely fair,"Parents should be able to voice their opinion on this issue, though each parent will likely be looking out for the interests of their own children. I think it's more fair to give the ultimate decision to the district.",34,4-year college degree,Male,,I have children but none are school age (they're younger than 3 or older than 18),Slightly liberal,22030,18749,drawn students’ names randomly,larger budget,more,drawing students' names randomly
2019-08-20 14:35:46,2019-08-20 14:42:35,IP Address,*******,100,408,True,2019-08-20 14:42:35,R_2Bl28Va2wUQ9cH4,*******,*******,*******,*******,*******,*******,anonymous,EN,"The school would use all of that information, and provide students with mentors based on the model predicting who needs mentoring the most.",school counselor using a predictive model/algorithm,"I think the model will take everything into account, and be able to be non-bias in it's predictions. ","Yes, students who deserve mentors will get them",Neither fair nor unfair,Extremely fair,"The parents should have no input, unless they're all going to pitch in money to help fund more mentors.",36,4-year college degree,Male,,I do not have children,Extremely liberal,48706,17223,used an income cutoff,smaller budget,less,using an income cutoff
2019-08-20 14:35:49,2019-08-20 14:42:49,IP Address,*******,100,419,True,2019-08-20 14:42:49,R_wRBnzO0YcwNEU2R,*******,*******,*******,*******,*******,*******,anonymous,EN,the school counselor programmed his own algorithm to determine which students are at the highest risk for not showing up to class. The students with the highest calculated risk would be the most likely to get a mentor.,school counselor using a predictive model/algorithm,Statistics and facts are more fair than feelings.,"Yes, students who deserve mentors will get them",Somewhat unfair,Extremely fair,"Parents should have zero input on the matter. They didn't have input on the matter when it was a judgement call, and they shouldn't have input when it is made into an even more fair process.",38,4-year college degree,Male,,I do not have children,"Moderate, Middle of road",87120,14561,used his judgment,larger budget,more,using his judgment
2019-08-20 14:36:34,2019-08-20 14:42:55,IP Address,*******,100,381,True,2019-08-20 14:42:55,R_3pr6iGxMJJFBGT7,*******,*******,*******,*******,*******,*******,anonymous,EN,The Counselor will use an algorithm to determine if a student will come to school or not. The algorithm will use user inputted data from their social status to school performance and attendance over a period of time.,school counselor using a predictive model/algorithm,Because the algorithm would be used on every student. This would keep things on an equal playing field.,"Yes, students who deserve mentors will get them",Somewhat unfair,Somewhat fair,I think that the parents should be able to opt out of the program and instead ask the school for a mentor after the parents determine that the need exists.,48,4-year college degree,Male,,I have children and at least one is school-aged (3-18),Slightly conservative,92220,19300,drawn students’ names randomly,smaller budget,less,drawing students' names randomly
2019-08-20 14:35:41,2019-08-20 14:42:58,IP Address,*******,100,437,True,2019-08-20 14:42:58,R_3I5KiESHxVHafEd,*******,*******,*******,*******,*******,*******,anonymous,EN,"It kind of seems like the counselor wants to run/establish a regression? In order to determine which students would be most vulnerable to missing a lot of school. This would include the data provided above. ",school counselor using a predictive model/algorithm,"Drawing students' names randomly would perhaps be the correct way to determine if the counselor is indeed helpful to students and helps them stay in school. However, I think the predictive model/algorithm is probably more ethical because it would provide more opportunities for students who would probably be more susceptible to missing school and ensure more of these kids would have access to a counselor","Yes, students who deserve mentors will get them",Somewhat unfair,Somewhat fair,"The child's parents' opinion on the counselor should have some weight in making the decision. Whether that is a binary variable (yes no) or weighted differently, I'm not sure. ",23,Some college or 2-year college,Female,,I do not have children,Extremely liberal,84606,16230,drawn students’ names randomly,larger budget,more,drawing students' names randomly
2019-08-20 14:38:53,2019-08-20 14:42:59,IP Address,*******,100,246,True,2019-08-20 14:43:00,R_0NWbzYSNXHbRtgB,*******,*******,*******,*******,*******,*******,anonymous,EN,"The school counselor would see students based on data that has been compiled about various demographics, such as attendance, family income, distance from school. They can use this data to determine which students have the highest need. ",school counselor using a predictive model/algorithm,"I can see it being somewhat of an invasion of privacy, but some kids who struggle go unnoticed if their parents aren't active in their educational life. If a parent doesn't feel a need recommend their child receive assistance from the counselor then their problems may go unnoticed. ","Yes, students who deserve mentors will get them",Neither fair nor unfair,Somewhat fair,"I do believe that the parents should have some say, for example if their child does come from a wealthier background that does not mean that they won't suffer issues, such as learning disabilities, tragedies within the home. There could be incidents that would necessitate having a counselor. ",36,4-year college degree,Female,,I do not have children,Extremely liberal,94501,17737,used parents' requests for a mentor for their child,larger budget,more,using parents' requests for a mentor for their child
2019-08-20 14:37:00,2019-08-20 14:43:14,IP Address,*******,100,374,True,2019-08-20 14:43:15,R_2798Tye4XEBRtxv,*******,*******,*******,*******,*******,*******,anonymous,EN,"It means that the model will provide data about which students are more deserving of receiving a mentor. Based off of the data, they will be able to determine which students attend school more and will be better candidates so money is not wasted on students who will not appreciate it.",school counselor using a predictive model/algorithm,An income cutoff is a bad measure to use in this case. A student has no say in what income their parents make and it has little to do with how much the student is willing to learn. They should not be punished for their parents income.,"Yes, students who deserve mentors will get them",Extremely unfair,Extremely fair,I think parents should be for the algorithm so that their child can receive a mentor if they are deserving of one attendance and grades wise.,28,Some college or 2-year college,Male,,I have children but none are school age (they're younger than 3 or older than 18),Liberal,11385,14494,used an income cutoff,smaller budget,less,using an income cutoff
2019-08-20 14:39:58,2019-08-20 14:43:16,IP Address,*******,100,197,True,2019-08-20 14:43:16,R_3gXAfquiE4Mh74m,*******,*******,*******,*******,*******,*******,anonymous,EN,"It means that the school is using its resources more efficiently. If the predictive model can tell who is most likely to miss school, the counselors can be used on students that are actually there.",school counselor using a predictive model/algorithm,Because the counselors can only help people that are actually there.,"Yes, students who deserve mentors will get them",Somewhat unfair,Somewhat fair,"The parents can have an input to gauge public interest in the algorithm, but the decision should ultimately be with the school.",32,4-year college degree,Male,,I do not have children,Slightly liberal,04106,14518,used an income cutoff,smaller budget,less,using an income cutoff
2019-08-20 14:36:37,2019-08-20 14:43:16,IP Address,*******,100,399,True,2019-08-20 14:43:16,R_3qvRMCJZ9ooBdAm,*******,*******,*******,*******,*******,*******,anonymous,EN,"A better idea is to let parents ask for the mentor to get an idea how many people really want this option.  If more people ask for it than the budget allows, take money away from less needed operations as teaching children that need it should be the highest priority.  A predictive model is a waste of money, a way to discriminate and just a bad idea, and I won't be giving much more thought to it.",school counselor ${e://Field/nonalg_method_present},A parent knows their child more than a computer.  The model could be programmed to discriminate against a student that might need the help.  If a wealthy student does not qualify but needs the help why should they not get it?  Do they not pay taxes?,"Yes, students who deserve mentors will get them",Extremely fair,Extremely unfair,"How would creating and regulating a fancy computer program ""save"" money?  Use those resources to teach the children instead.  Again money for useless programs could be taken to fund this program.  Teaching students important technical skills and knowledge takes priority over some of the dumb initiatives many schools are taking.",29,4-year college degree,Male,,I do not have children,"Moderate, Middle of road",78747,17468,used parents' requests for a mentor for their child,larger budget,more,using parents' requests for a mentor for their child
2019-08-20 14:37:47,2019-08-20 14:43:17,IP Address,*******,100,329,True,2019-08-20 14:43:17,R_3kuMJpO7oBcWmS7,*******,*******,*******,*******,*******,*******,anonymous,EN,a predictive model is factual data based using and algorithm,school counselor using a predictive model/algorithm,Emotions do not get in the way and the selection is based off set facts/data points,"No, students who deserve mentors will still not get them",Neither fair nor unfair,Neither fair nor unfair,I think the parents should be able to request mentor for their kids if they believe they need one and be put on a waiting list,44,4-year college degree,Male,,I do not have children,Liberal,60431,15891,used his judgment,larger budget,more,using his judgment
2019-08-20 14:36:03,2019-08-20 14:43:19,IP Address,*******,100,435,True,2019-08-20 14:43:19,R_YXIqyUwOeWP7fwJ,*******,*******,*******,*******,*******,*******,anonymous,EN,"It means they have to decide which student would benefit the most and which student is struggling and how successful the outcome would be. It means they would have to find the students who parents are low income and couldn't afford it on their own ",school counselor ${e://Field/nonalg_method_present},"Because those are the families that could use the help the most ","Yes, students who deserve mentors will get them",Somewhat fair,Neither fair nor unfair,"I think parents should have s say but it isnt up to them ",31,Some college or 2-year college,Female,,I have children and at least one is school-aged (3-18),"Moderate, Middle of road",14621,19319,used an income cutoff,larger budget,more,using an income cutoff
2019-08-20 14:38:53,2019-08-20 14:43:20,IP Address,*******,100,266,True,2019-08-20 14:43:20,R_110AvuVoi49Uiv4,*******,*******,*******,*******,*******,*******,anonymous,EN,A computer will select which students should receive mentors based on factors such as family income and distance from school.,school counselor ${e://Field/nonalg_method_present},The school should be more responsive to people who actually ask for services.,"Yes, students who deserve mentors will get them",Somewhat fair,Neither fair nor unfair,Parents should be able to request mentors even if their children are not selected.,24,4-year college degree,Female,,I do not have children,"Moderate, Middle of road",95829,15952,used parents' requests for a mentor for their child,larger budget,more,using parents' requests for a mentor for their child
2019-08-20 14:39:43,2019-08-20 14:43:24,IP Address,*******,100,221,True,2019-08-20 14:43:25,R_3MsTHZVXWxouYWh,*******,*******,*******,*******,*******,*******,anonymous,EN,It means for the school to make sure every student does their best in school and their education.,school counselor using a predictive model/algorithm,It's better for the school to use the predictive model/algorithm is fair because it keeps tracks of the student rather then the parents requests.,"Yes, students who deserve mentors will get them",Somewhat fair,Somewhat fair,The parents should be able to track their child predictive mentor so they can keep up and what is going on.,19,Some college or 2-year college,Male,,I do not have children,Liberal,85282,16488,used parents' requests for a mentor for their child,smaller budget,less,using parents' requests for a mentor for their child
2019-08-20 14:38:54,2019-08-20 14:43:40,IP Address,*******,100,286,True,2019-08-20 14:43:40,R_3oAr9BFIHq3Xuua,*******,*******,*******,*******,*******,*******,anonymous,EN,base upon evidence and facts would a choice be made that reflects a child from being able to recivce assistance from how there recoreds hold to them,school counselor using a predictive model/algorithm,are parent can and may make false claims to broaden there childs needs,"Yes, students who deserve mentors will get them",Neither fair nor unfair,Somewhat fair,only to sugjest there child need it and have the model look into weather or not they really need it.,28,High school diploma or GED,Male,,I do not have children,"Moderate, Middle of road",48235,12383,used parents' requests for a mentor for their child,larger budget,more,using parents' requests for a mentor for their child
2019-08-20 14:41:16,2019-08-20 14:43:45,IP Address,*******,100,148,True,2019-08-20 14:43:45,R_272NlLEdO11We9N,*******,*******,*******,*******,*******,*******,anonymous,EN,it helps put everything into focus. makes everything clearer.,school counselor using a predictive model/algorithm,Less bias.,"Yes, students who deserve mentors will get them",Somewhat unfair,Extremely fair,No input,29,Some college or 2-year college,Male,,I do not have children,"Moderate, Middle of road",77073,10182,used his judgment,smaller budget,less,using his judgment
2019-08-20 14:40:08,2019-08-20 14:43:46,IP Address,*******,100,218,True,2019-08-20 14:43:47,R_2OGyJzxYMNTeN3n,*******,*******,*******,*******,*******,*******,anonymous,EN,it would mean they would gather the data and see which students would most benefit from having a mentor. there are certain characteristics and data that would allow them to pick who would benefit from such a program.,school counselor using a predictive model/algorithm,"judgement is based on one persons perceptions and thoughts. the model would use statistical data and it would be compared against all students. ","Yes, students who deserve mentors will get them",Somewhat fair,Extremely fair,i dont think parents should have an input on this as they do not know every child or their home life situation.,31,4-year college degree,Female,,I have children but none are school age (they're younger than 3 or older than 18),Conservative,75043,10705,used his judgment,smaller budget,less,using his judgment
2019-08-20 14:38:43,2019-08-20 14:43:47,IP Address,*******,100,303,True,2019-08-20 14:43:47,R_2thuZU8FD4yxFSL,*******,*******,*******,*******,*******,*******,anonymous,EN,"This means that based on certain if criteria is met, these students who are struggling with school attendance may get assistance.",school counselor using a predictive model/algorithm,"I think using an income cutoff may be unfair to those who are well off even if they could afford to hire their own therapist, they probably wouldn't. I think those who are bound to fail or those who try to not go to school need counseling regardless of income to show that they care for all students alike.","Yes, students who deserve mentors will get them",Somewhat unfair,Somewhat fair,I think parents should provide their own opinions and than the school adjust on what is the best approach to take based on parents advice/tips. They would probably be for the model regardless of income.,24,4-year college degree,Male,,I do not have children,Liberal,91801,18518,used an income cutoff,larger budget,more,using an income cutoff
2019-08-20 14:37:41,2019-08-20 14:43:54,IP Address,*******,100,372,True,2019-08-20 14:43:54,R_2rl4F8jJTNfaJog,*******,*******,*******,*******,*******,*******,anonymous,EN,It would help the students who need help by using their numbers that the model gets put into it that most need a mentor. It would also use be helpful in figuring out which ones need help the most by what there numbers show they do.,school counselor using a predictive model/algorithm,Because it would not use emotion in deciding which students get picked to have a mentor as it would not have no relation with the child and it would be objective in choosing which students get picked.,"Yes, students who deserve mentors will get them",Extremely unfair,Extremely fair,They should not have any input because they would only hurt the process of it being fair to every student because they would be more likely to be unobjective in choosing which students get picked.,34,High school diploma or GED,Male,,I have children and at least one is school-aged (3-18),Liberal,28351,14097,used parents' requests for a mentor for their child,larger budget,more,using parents' requests for a mentor for their child
2019-08-20 14:39:15,2019-08-20 14:43:54,IP Address,*******,100,278,True,2019-08-20 14:43:54,R_Wdu5JrgE9TdHVaV,*******,*******,*******,*******,*******,*******,anonymous,EN,"While the model would see the black and white facts about these students, there is a lot of gray in these situations.  Maybe the students have to work to help support the family.  Maybe the live outside the bussing area.  Maybe the parents don't have transportation.  I think this situation would be better handled by a human making the decisions.",school counselor ${e://Field/nonalg_method_present},"I think this is truly the only fair way, there may be some errors in the computer's information.","Yes, students who deserve mentors will get them",Extremely fair,Somewhat unfair,Parents should be able to provide information on their circumstances as to why their child should receive a mentor.,40,Some college or 2-year college,Female,,I have children and at least one is school-aged (3-18),Slightly conservative,30721,18898,drawn students’ names randomly,larger budget,more,drawing students' names randomly
2019-08-20 14:37:52,2019-08-20 14:43:56,IP Address,*******,100,364,True,2019-08-20 14:43:56,R_3pi3QJ0ZOaHlHTy,*******,*******,*******,*******,*******,*******,anonymous,EN,"The predictive model shows data on which students have had attendance issues, their parent's income, and how far they live from the school.",school counselor using a predictive model/algorithm,I think the children who need a mentor more should be the ones to receive them.,"Yes, students who deserve mentors will get them",Neither fair nor unfair,Extremely unfair,Parents should be notified on how they are deciding which children should get mentors.,41,High school diploma or GED,Female,,I have children and at least one is school-aged (3-18),Conservative,35761,18926,drawn students’ names randomly,smaller budget,less,drawing students' names randomly
2019-08-20 14:39:53,2019-08-20 14:43:57,IP Address,*******,100,243,True,2019-08-20 14:43:57,R_0rcoToNC8PejYPL,*******,*******,*******,*******,*******,*******,anonymous,EN,"It's a non-human approach based on data, which can be proven to be mostly accurate",school counselor using a predictive model/algorithm,"It combines the best of both worlds. You have concrete data to back up your choices, but with a human touch. The human touch can always override the decisions. ","Yes, students who deserve mentors will get them",Somewhat fair,Extremely fair,"Parents should be aware of the new approach. I think they should be allowed to petition for certain students, but ultimately it should be up to the schools to make the final decision.",44,4-year college degree,Female,,I have children and at least one is school-aged (3-18),"Moderate, Middle of road",98026,19132,used his judgment,larger budget,more,using his judgment
2019-08-20 14:39:40,2019-08-20 14:44:03,IP Address,*******,100,263,True,2019-08-20 14:44:04,R_Di4s7ehQwbPAwOl,*******,*******,*******,*******,*******,*******,anonymous,EN,"A school counselor is about culling through large amounts of data, potentially with the help of (AI or Artificial Intelligence) to pick exactly the type of students will get assigned a mentor, if they need a mentor. There is a lot of data used with the predictive model to figure out things about a student.",school counselor using a predictive model/algorithm,Because it is more accurate and contains less bias perhaps.,"Yes, students who deserve mentors will get them",Somewhat unfair,Somewhat fair,The parents should rely on the judgement of the school board to put this model into place.,42,4-year college degree,Male,,I do not have children,Conservative,20852,12047,used his judgment,larger budget,more,using his judgment
2019-08-20 14:37:44,2019-08-20 14:44:11,IP Address,*******,100,386,True,2019-08-20 14:44:11,R_3niuaeS6CmBAhMc,*******,*******,*******,*******,*******,*******,anonymous,EN,"To me it sounds like they are trying to say ""poor and minority children"" in a nice way. ",school counselor using a predictive model/algorithm,"Because it makes more sense the kids missing more school need it more. ","Yes, students who deserve mentors will get them",Neither fair nor unfair,Somewhat fair,"Parents should pay for mentors their self if they do not qualify. ",25,4-year college degree,Male,,I do not have children,Liberal,20874,10949,used parents' requests for a mentor for their child,smaller budget,less,using parents' requests for a mentor for their child
2019-08-20 14:38:44,2019-08-20 14:44:15,IP Address,*******,100,330,True,2019-08-20 14:44:15,R_2OUcF4noEMWYuvd,*******,*******,*******,*******,*******,*******,anonymous,EN,"It would allow the counselor to antazlie each student quickly and see who might need the help the most opposed to luck of the draw for which students are selected. ",school counselor using a predictive model/algorithm,"because help is going to the students that need it the most. ","Yes, students who deserve mentors will get them",Neither fair nor unfair,Somewhat fair,"parent should be allowed to with draw there child from being put in the model to get a mentor, also if they have a big counselor about the child be able to tell the counselor to insure that the school is aware of it. ",35,4-year college degree,Female,,I have children and at least one is school-aged (3-18),Slightly liberal,38506,19467,drawn students’ names randomly,smaller budget,less,drawing students' names randomly
2019-08-20 14:39:24,2019-08-20 14:44:16,IP Address,*******,100,291,True,2019-08-20 14:44:16,R_WDJx3Hq6xEl1ti9,*******,*******,*******,*******,*******,*******,anonymous,EN,Comparing data of old students that needed help to give current students help,school counselor ${e://Field/nonalg_method_present},Most parents know when help is needed,"Yes, students who deserve mentors will get them",Extremely fair,Somewhat fair,We are using an algorithm to determine what students need mentors,37,Some college or 2-year college,Male,,I have children and at least one is school-aged (3-18),Liberal,43607,10218,used parents' requests for a mentor for their child,smaller budget,less,using parents' requests for a mentor for their child
2019-08-20 14:38:42,2019-08-20 14:44:33,IP Address,*******,100,351,True,2019-08-20 14:44:34,R_3pgtJa3O47zPIWh,*******,*******,*******,*******,*******,*******,anonymous,EN,The school counselor would be able to better assess the students that really need the mentors this year due to a lower budget.,school counselor using a predictive model/algorithm,I think this is more fair because the model/algorithm can take into account much more information to be able to make a fair decision in which students need this help the most.,"Yes, students who deserve mentors will get them",Somewhat fair,Extremely fair,Parents could communicate their beliefs and what they think but I do not think they should be able to decide because they would only think about their child when making the decision and that would be unfair and prejudice.,38,4-year college degree,Female,,I have children but none are school age (they're younger than 3 or older than 18),Conservative,32244,19900,used his judgment,smaller budget,less,using his judgment
2019-08-20 14:42:30,2019-08-20 14:44:40,IP Address,*******,100,129,True,2019-08-20 14:44:40,R_3P4tmS53n1BeDbT,*******,*******,*******,*******,*******,*******,anonymous,EN,Counselors using demographic information to come up with a plan to help,school counselor using a predictive model/algorithm,It helps gauge the general state of the class as a whole,"Yes, students who deserve mentors will get them",Somewhat fair,Somewhat fair,Important information about the home environment,37,4-year college degree,Female,,I do not have children,"Moderate, Middle of road",23005,10355,drawn students’ names randomly,larger budget,more,drawing students' names randomly
2019-08-20 14:40:10,2019-08-20 14:44:46,IP Address,*******,100,275,True,2019-08-20 14:44:46,R_3JqGPqT6Sas0Fq1,*******,*******,*******,*******,*******,*******,anonymous,EN,This model helps the child find a specific mentor that is attuned to their background and learning style.,school counselor using a predictive model/algorithm,I think that the model will be more foolproof.,"Yes, students who deserve mentors will get them",Extremely fair,Extremely fair,"I think the parent should have a say in this manner, as it will be best for the child to have someone that advocates for them.",30,4-year college degree,Female,,I do not have children,Slightly conservative,90001,19224,used his judgment,smaller budget,less,using his judgment
2019-08-20 14:38:49,2019-08-20 14:44:56,IP Address,*******,100,366,True,2019-08-20 14:44:56,R_2uyO1keVmbdDpci,*******,*******,*******,*******,*******,*******,anonymous,EN,"It means the school counselor uses data collected to decide which students get mentors. It's predictive, so, they are predicting which students they think will need mentors based on the data.",school counselor ${e://Field/nonalg_method_present},"Students with more means wouldn't have need of a school mentor program.  They or their families should be able to provide that for them if needed.  Also, not every student that lives far away would miss school so the data isn't exactly the fairest model.","Yes, students who deserve mentors will get them",Somewhat fair,Somewhat unfair,The parents should have a great deal of input regarding the district switch from an income cutoff to a predictive model. The bottom line is the students that need mentors should be able to get access to them.,36,High school diploma or GED,Male,,I do not have children,Liberal,97230,16597,used an income cutoff,smaller budget,less,using an income cutoff
2019-08-20 14:36:31,2019-08-20 14:45:00,IP Address,*******,100,509,True,2019-08-20 14:45:01,R_3Eo8fjqHq3kIm6l,*******,*******,*******,*******,*******,*******,anonymous,EN,"I feel a predictive model can help narrow down what students need help the most, however I feel there is more that would be necessary as well to pinpoint what students are in need the most. But that aside, this means they can find out which students are struggling the most academically and socially and determine if they are in need of a mentor. This could prove to be a resourceful solution.",school counselor using a predictive model/algorithm,"I think they are both viable solutions, however with the model/algorithm it can show where students are struggling in particular. On the other hand, a school counselors judgement could prove to be useful as well, because human judgement over this can be good, however it may not always be very reliable. ","Yes, students who deserve mentors will get them",Somewhat fair,Extremely fair,"Parents should have a big say in this, after all this could be very impactful for their children. If they feel their child was in desperate need and not finding the proper accommodations they should be able to speak up about the model/algorithm and give their input as to whether or not their child needs a mentor.",27,Some college or 2-year college,Male,,I do not have children,"Moderate, Middle of road",02346,16630,used his judgment,smaller budget,less,using his judgment
2019-08-20 14:37:25,2019-08-20 14:45:04,IP Address,*******,100,459,True,2019-08-20 14:45:04,R_1mC12v9w4wJEV6x,*******,*******,*******,*******,*******,*******,anonymous,EN,"Using a predictive model takes away the precise determination of students who truly need mentors that doesn't take into account the laziness, retention, and effort each student puts in to their work.  It lets a computer use impersonal evaluations to decide winners and losers.",school counselor ${e://Field/nonalg_method_present},It forces the school system to be better and more efficient in their teacher duties.  Putting money on the line has been the motivator to find a way to improve.,"Yes, students who deserve mentors will get them",Somewhat fair,Somewhat unfair,"It separates the real mentors from the people who just want a pay check.  Just having a quantity of mentors lowers the probability of qualified and honest mentors, which having a predictive model will do.",37,4-year college degree,Male,,I do not have children,Extremely Conservative,93551,10142,used an income cutoff,larger budget,more,using an income cutoff
2019-08-20 14:39:21,2019-08-20 14:45:05,IP Address,*******,100,344,True,2019-08-20 14:45:05,R_tWCw0ME1uYxo5z3,*******,*******,*******,*******,*******,*******,anonymous,EN,A predictive model will use information from a student's demographic to make decisions about which students will get mentors.,school counselor using a predictive model/algorithm,"A predictive model takes into account more variables, which will allow more students to get mentors than just income.","No, students who deserve mentors will still not get them",Neither fair nor unfair,Somewhat fair,"Parents should be able to make suggestions about the algorithm, such as what variables are used.",22,Some college or 2-year college,Female,,I do not have children,Extremely liberal,33165,13400,used an income cutoff,smaller budget,less,using an income cutoff
2019-08-20 14:39:13,2019-08-20 14:45:12,IP Address,*******,100,359,True,2019-08-20 14:45:13,R_3PdC3WpXych5Ex3,*******,*******,*******,*******,*******,*******,anonymous,EN,"An algorithm will be used to determine which students need a mentor the most. ",school counselor ${e://Field/nonalg_method_present},Being chosen randomly is more fair because there are many variables involved. And deciding on the variables could lead to a much unfairness.,"Yes, students who deserve mentors will get them",Extremely fair,Somewhat unfair,I think parents should have a say but not the final word. The fact that there is a larger budget means more students will get mentors. The flaw in this whole situation is that all students should have access to mentors.,37,4-year college degree,Female,,I do not have children,Slightly conservative,75104,10529,drawn students’ names randomly,larger budget,more,drawing students' names randomly
2019-08-20 14:40:07,2019-08-20 14:45:14,IP Address,*******,100,306,True,2019-08-20 14:45:14,R_1DFEBjQYLjwPzq6,*******,*******,*******,*******,*******,*******,anonymous,EN,The predictive model would identify which students might benefit the most from having a one-on-one mentor. The counselor would assign mentors to the students identified by the model.,school counselor using a predictive model/algorithm,Parents of student who aren't particularly struggling might request mentors to further improve their children's performance. Other parents of struggling students might be too busy or otherwise unwilling to request a mentor.,"Yes, students who deserve mentors will get them",Somewhat unfair,Somewhat fair,Parents might want to have the final say in whether their children receive mentors to prevent some students from falling through the cracks of the algorithm,24,4-year college degree,Male,,I do not have children,Extremely liberal,33162,11338,used parents' requests for a mentor for their child,larger budget,more,using parents' requests for a mentor for their child
2019-08-20 14:39:59,2019-08-20 14:45:24,IP Address,*******,100,325,True,2019-08-20 14:45:25,R_1FPV4V1vHDRsfoc,*******,*******,*******,*******,*******,*******,anonymous,EN,"many STUDENTS  WILL MISS THE SCHOOL ",school counselor using a predictive model/algorithm,it gives more brain improvement to students,"Yes, students who deserve mentors will get them",Neither fair nor unfair,Somewhat fair,Yes i agree what the district is considering,36,Graduate or professional school,Male,,I have children and at least one is school-aged (3-18),Slightly conservative,98072,19509,used an income cutoff,larger budget,more,using an income cutoff
2019-08-20 14:43:07,2019-08-20 14:45:26,IP Address,*******,100,139,True,2019-08-20 14:45:26,R_1pMXuPdv0lbkHpd,*******,*******,*******,*******,*******,*******,anonymous,EN,I think the couselors would be selective picking and not every student will get an equal opportunity to be selected. Either the worst group or the best group will be selected based on certain criteria.,school counselor ${e://Field/nonalg_method_present},I think there are other circumstances that the model will not capture. Like the student's interest in studying and succeeding.,"Yes, students who deserve mentors will get them",Somewhat fair,Somewhat unfair,I think the parents should have a vote in which one they think is fair as their kids are getting impacted.,32,Graduate or professional school,Female,,I have children but none are school age (they're younger than 3 or older than 18),Conservative,76018,19761,used his judgment,smaller budget,less,using his judgment
2019-08-20 14:37:53,2019-08-20 14:45:34,IP Address,*******,100,461,True,2019-08-20 14:45:34,R_2tG5R5t62nJzVk6,*******,*******,*******,*******,*******,*******,anonymous,EN,"A predictive model is one in which data is used to determine which students would be in need most of a mentor. ",school counselor ${e://Field/nonalg_method_present},"I feel there is no bias at all in the drawing of student' name.Everyone would have an equal chance which would make it very fair for all students. ","No, students who deserve mentors will still not get them",Extremely fair,Extremely fair,"I think parents should be able to take part in a discussion with the school and counselors in order to get an understanding of what the parents want. If most parents choose the predictive model over randomly drawn names then maybe the district should consider it. ",45,4-year college degree,Female,,I have children but none are school age (they're younger than 3 or older than 18),Liberal,60181,14835,drawn students’ names randomly,smaller budget,less,drawing students' names randomly
2019-08-20 14:36:26,2019-08-20 14:45:34,IP Address,*******,100,547,True,2019-08-20 14:45:34,R_3P4TRfCXa0tzQWa,*******,*******,*******,*******,*******,*******,anonymous,EN,"It would mean that rather than using the counselor's own faculty of judgement, the school would use supposedly objective data to make an unbiased determination. WHile this might me the hope, of course the algorithm is human created and therefore will still be situated within human constrains and will reflect human frailty. In reality what this becomes is a way for the school administration to defer  their responsibility into the hands of an 'objective' arbiter so that the outcome no longer merely rests with the counselor.",school counselor using a predictive model/algorithm,"I mean it really 50/50 there are scarce resources and but at least with the algorithm there is a single model being used in all cases, even if it is abnegating human responsibility.","Yes, students who deserve mentors will get them",Somewhat fair,Somewhat fair,There should be some input. The assertion of power- which the assignment of a mentor is by authority- should have democratic input. Collaboration and mutual understanding are better modes of effective leadership and processing of schooling than to act by fiat which borders on tyranny.,32,Graduate or professional school,Male,,I do not have children,Extremely liberal,55104,13190,used his judgment,smaller budget,less,using his judgment
